id	gene	deltaPSI	deltaPSIc	z	p	q
chr17_17165312_17165420_-	COPS3	0.01	0.025	0.31	0.42	0
chr13_53042413_53042482_+	CKAP2	-0.02	-0.015	-0.15	0.36	0
chr16_75668071_75668190_-	KARS	-0.01	-0.005	-0.03	0.31	0
chr10_95451766_95451850_-	FRA10AC1	-0.12	-0.105	-1.19	0.93	0
chr16_23606750_23606959_-	NDUFAB1	0.03	0.035	0.43	0.48	0
chr20_48713209_48713357_-	TMEM189	0.01	0.015	0.2	0.38	0
chr12_48360466_48360515_+	TMEM106C	0.01	0.015	0.2	0.38	0
chr8_48883992_48884028_+	MCM4	-0.01	-0.005	-0.03	0.31	0
chr6_86346685_86346861_-	SYNCRIP	-0.01	-0.005	-0.03	0.31	0
chr19_47706928_47706997_+	SAE1	-0.01	0.005	0.08	0.33	0
chr1_154207067_154207235_+	UBAP2L	-0.04	-0.025	-0.27	0.4	0
chr10_5808457_5808601_-	GDI2	-0.06	-0.055	-0.61	0.57	0
chr12_53854115_53854209_+	PCBP2	0.01	0.015	0.2	0.38	0
chr1_150198940_150199127_-	ANP32E	-0.01	-0.005	-0.03	0.31	0
chr14_64905814_64905890_+	MTHFD1	-0.02	-0.015	-0.15	0.36	0
chr1_95391189_95391337_-	CNN3	0.01	0.015	0.2	0.38	0
chr20_49557666_49557746_-	DPM1	0.05	0.055	0.66	0.59	0
chr21_35279645_35279720_-	ATP5O	-0.01	-0.005	-0.03	0.31	0
chr21_35279645_35279716_-	ATP5O	-0.01	-0.005	-0.03	0.31	0
chr7_151181823_151181890_-	RHEB	-0.01	-0.005	-0.03	0.31	0
chr10_95447161_95447206_-	FRA10AC1	0.01	0.025	0.31	0.42	0
chr5_32585694_32585731_+	SUB1	-0.11	-0.105	-1.19	0.93	0
chr15_44085908_44086173_+	SERF2	-0.01	-0.005	-0.03	0.31	0
chr5_52900554_52900725_+	NDUFS4	0.12	0.125	1.48	1.16	0
chr5_52900637_52900725_+	NDUFS4	0.1	0.105	1.24	0.97	0
chr1_235311719_235311762_-	ARID4B	-0.01	0.005	0.08	0.33	0
chr20_2451334_2451499_-	SNRPB	-0.16	-0.145	-1.66	1.31	0
chr5_68470084_68470236_+	CCNB1	0.01	0.015	0.2	0.38	0
chr5_70197652_70197760_+	SERF1A	-0.01	-0.005	-0.03	0.31	0
chr16_70366871_70367062_+	DDX19B	-0.09	-0.075	-0.85	0.7	0
chr8_67973527_67973657_-	COPS5	0.01	0.025	0.31	0.42	0
chr20_49562274_49562299_-	DPM1	-0.11	-0.095	-1.08	0.85	0
chr22_19445594_19445662_-	UFD1L	0.01	0.025	0.31	0.42	0
chr12_54739244_54739299_+	COPZ1	-0.02	-0.015	-0.15	0.36	0
chr5_10250651_10251005_+	CCT5	0.01	0.015	0.2	0.38	0
chr18_55274366_55274565_-	NARS	-0.01	-0.005	-0.03	0.31	0
chr5_68498746_68498797_+	CENPH	-0.19	-0.185	-2.12	1.77	0.16
chr17_61910658_61910780_-	SMARCD2	-0.01	-0.005	-0.03	0.31	0
chr16_28412528_28412717_-	EIF3CL	-0.01	-0.005	-0.03	0.31	0
chr10_120094908_120094938_-	FAM204A	-0.06	-0.045	-0.5	0.51	0
chr3_186502751_186502890_+	EIF4A2	-0.19	-0.175	-2.01	1.65	0.09
chr17_57208642_57208728_-	SKA2	0.02	0.025	0.31	0.42	0
chr1_225718256_225718340_-	ENAH	-0.01	-0.005	-0.03	0.31	0
chr19_35994322_35994349_-	DMKN	-0.09	-0.075	-0.85	0.7	0
chr19_35996841_35996951_-	DMKN	-0.11	-0.095	-1.08	0.85	0
chr8_22105667_22105791_+	POLR3D	-0.01	0.005	0.08	0.33	0
chr9_178816_179021_-	CBWD1	-0.05	-0.035	-0.38	0.45	0
chr17_38548320_38548363_-	TOP2A	-0.02	-0.015	-0.15	0.36	0
chr8_74876722_74876860_-	TCEB1	0.05	0.055	0.66	0.59	0
chr3_49140099_49140165_-	QARS	0.01	0.015	0.2	0.38	0
chr7_44873827_44874161_-	H2AFV	-0.03	-0.025	-0.27	0.4	0
chr1_25555489_25555614_-	SYF2	-0.01	0.005	0.08	0.33	0
chr7_44873909_44874161_-	H2AFV	-0.03	-0.025	-0.27	0.4	0
chr5_162898369_162898469_+	HMMR	-0.1	-0.085	-0.96	0.77	0
chr21_30411802_30411889_+	USP16	-0.01	0.005	0.08	0.33	0
chr15_75230029_75230117_-	COX5A	0.01	0.015	0.2	0.38	0
chr1_153635691_153635752_-	ILF2	-0.01	-0.005	-0.03	0.31	0
chr12_57038955_57039137_-	ATP5B	-0.02	-0.015	-0.15	0.36	0
chr5_145532737_145532790_-	LARS	-0.03	-0.015	-0.15	0.36	0
chr14_77928985_77929102_+	AHSA1	-0.04	-0.035	-0.38	0.45	0
chr18_662146_662320_+	TYMS	-0.01	-0.005	-0.03	0.31	0
chr5_179016547_179016648_+	RUFY1	0.01	0.025	0.31	0.42	0
chr8_144671161_144672251_-	EEF1D	0.06	0.065	0.78	0.66	0
chr17_39985082_39985204_-	NT5C3B	-0.04	-0.025	-0.27	0.4	0
chr18_670692_670867_+	TYMS	-0.01	-0.005	-0.03	0.31	0
chr2_203160397_203160560_+	NOP58	-0.05	-0.035	-0.38	0.45	0
chr8_144674817_144674830_-	EEF1D	0.01	0.015	0.2	0.38	0
chr5_68858500_68858597_+	GTF2H2C	0.18	0.195	2.29	1.96	0.27
chr1_235311719_235311762_-	RBM34	-0.01	0.005	0.08	0.33	0
chr8_67972556_67972780_-	COPS5	0.01	0.025	0.31	0.42	0
chr17_49238521_49238947_+	NME1	-0.01	-0.005	-0.03	0.31	0
chr1_151238480_151238597_+	PSMD4	-0.05	-0.045	-0.5	0.51	0
chr16_70296249_70296427_-	AARS	-0.03	-0.025	-0.27	0.4	0
chr1_43148658_43149036_+	YBX1	0.01	0.015	0.2	0.38	0
chr9_70489915_70490149_-	CBWD5	-0.01	0.005	0.08	0.33	0
chr1_63944435_63944504_-	ITGB3BP	-0.15	-0.135	-1.54	1.21	0
chr5_137903338_137903411_-	HSPA9	-0.01	-0.005	-0.03	0.31	0
chr10_51620324_51620382_-	TIMM23	-0.13	-0.115	-1.31	1.02	0
chr14_67843156_67843307_+	EIF2S1	-0.01	-0.005	-0.03	0.31	0
chr11_63961661_63961802_+	STIP1	-0.01	-0.005	-0.03	0.31	0
chr1_63975736_63975852_-	ITGB3BP	0.02	0.025	0.31	0.42	0
chr12_57624143_57624443_+	SHMT2	0.01	0.025	0.31	0.42	0
chr20_34317394_34317449_-	RBM39	-0.05	-0.025	-0.27	0.4	0
chr11_93466516_93466563_-	TAF1D	-0.03	0.005	0.08	0.33	0
chr12_57625264_57625343_+	SHMT2	-0.28	-0.265	-3.05	2.94	0.94
chr18_77736718_77736787_-	TXNL4A	0.06	0.065	0.78	0.66	0
chr5_130496349_130496577_-	HINT1	0.05	0.055	0.66	0.59	0
chr15_85230856_85231005_-	SEC11A	-0.01	-0.005	-0.03	0.31	0
chr20_34328447_34328519_-	RBM39	0.46	0.475	5.54	7.82	4.7
chr12_57626487_57626626_+	SHMT2	-0.05	-0.035	-0.38	0.45	0
chr1_52549012_52549213_+	BTF3L4	-0.06	-0.055	-0.61	0.57	0
chr19_8548042_8548095_+	HNRNPM	-0.01	-0.005	-0.03	0.31	0
chr10_5815805_5815904_-	GDI2	-0.01	-0.005	-0.03	0.31	0
chr20_31424440_31424647_+	MAPRE1	-0.01	-0.005	-0.03	0.31	0
chr16_29819096_29819149_+	MAZ	-0.01	-0.005	-0.03	0.31	0
chr19_48250224_48250288_+	GLTSCR2	-0.05	-0.045	-0.5	0.51	0
chr12_53868653_53869854_+	PCBP2	0.02	0.025	0.31	0.42	0
chr2_85806132_85806290_+	VAMP8	0.01	0.015	0.2	0.38	0
chr16_28735643_28735784_+	EIF3C	-0.03	-0.025	-0.27	0.4	0
chr19_36633811_36633868_+	CAPNS1	-0.01	-0.005	-0.03	0.31	0
chr7_102181948_102182109_-	POLR2J3	-0.05	-0.035	-0.38	0.45	0
chr12_69045775_69045831_+	RAP1B	-0.01	0.005	0.08	0.33	0
chr1_46072154_46072204_+	NASP	-0.05	-0.045	-0.5	0.51	0
chr5_76732086_76732219_-	WDR41	-0.01	-0.005	-0.03	0.31	0
chr1_24296854_24297929_-	SRSF10	-0.09	-0.065	-0.73	0.63	0
chr16_28738342_28738566_+	EIF3C	-0.02	-0.015	-0.15	0.36	0
chr16_28745841_28746000_+	EIF3C	-0.04	-0.035	-0.38	0.45	0
chr1_24295573_24297929_-	SRSF10	-0.09	-0.065	-0.73	0.63	0
chr10_103916776_103916831_+	NOLC1	-0.06	-0.055	-0.61	0.57	0
chr10_105155503_105155780_-	USMG5	0.14	0.145	1.71	1.36	0
chr7_148516070_148516151_-	EZH2	0.13	0.155	1.82	1.46	0
chr12_53690028_53690059_+	PFDN5	-0.1	-0.095	-1.08	0.85	0
chr10_105155503_105155831_-	USMG5	0.14	0.145	1.71	1.36	0
chr11_114314877_114314934_+	REXO2	0.01	0.025	0.31	0.42	0
chr5_179134133_179134191_+	CANX	-0.02	-0.005	-0.03	0.31	0
chr1_146751699_146751864_+	CHD1L	-0.18	-0.155	-1.77	1.42	0
chr20_47688823_47688990_+	CSE1L	-0.01	0.005	0.08	0.33	0
chr6_79918264_79918293_-	HMGN3	-0.01	-0.005	-0.03	0.31	0
chr5_69321361_69321558_+	SERF1B	-0.01	-0.005	-0.03	0.31	0
chr5_69322234_69322342_+	SERF1B	-0.2	-0.195	-2.24	1.9	0.25
chr19_47342722_47342877_-	AP2S1	0.01	0.015	0.2	0.38	0
chr14_23495060_23495584_-	PSMB5	0.01	0.015	0.2	0.38	0
chr13_51509021_51509135_+	RNASEH2B	-0.03	-0.025	-0.27	0.4	0
chr2_172544254_172544383_+	DYNC1I2	-0.04	-0.035	-0.38	0.45	0
chr5_133512546_133512641_-	SKP1	0.01	0.015	0.2	0.38	0
chr20_479899_479949_-	CSNK2A1	0.01	0.015	0.2	0.38	0
chr6_136588167_136588313_-	BCLAF1	-0.05	-0.035	-0.38	0.45	0
chr8_48878747_48878967_+	MCM4	-0.01	-0.005	-0.03	0.31	0
chr20_48713209_48713357_-	UBE2V1	0.01	0.015	0.2	0.38	0
chr20_48729644_48729676_-	UBE2V1	-0.02	-0.015	-0.15	0.36	0
chr11_75113396_75114989_+	RPS3	-0.06	-0.055	-0.61	0.57	0
chr20_21330027_21330099_+	XRN2	0.01	0.015	0.2	0.38	0
chr15_89843031_89843197_+	FANCI	0.01	0.025	0.31	0.42	0
chr3_23932000_23932807_+	UBE2E1	-0.02	-0.015	-0.15	0.36	0
chr12_16036475_16036610_+	STRAP	-0.01	-0.005	-0.03	0.31	0
chr17_76212047_76212115_+	BIRC5	0.01	0.025	0.31	0.42	0
chr4_83346716_83346820_-	HNRNPDL	0.45	0.465	5.42	7.53	4.49
chr20_3193815_3193872_+	ITPA	-0.39	-0.375	-4.33	5.13	2.59
chr13_41328155_41328228_-	MRPS31	-0.02	-0.005	-0.03	0.31	0
chr18_51729050_51729496_-	MBD2	-0.01	0.005	0.08	0.33	0
chr7_151174419_151174501_-	RHEB	0.01	0.015	0.2	0.38	0
chr8_109229610_109229689_-	EIF3E	-0.01	-0.005	-0.03	0.31	0
chr9_70458893_70459032_-	CBWD5	0.02	0.035	0.43	0.48	0
chr12_53416038_53416150_+	EIF4B	0.03	0.035	0.43	0.48	0
chr15_44085908_44086134_+	SERF2	-0.01	-0.005	-0.03	0.31	0
chr20_2451334_2451378_-	SNRPB	-0.16	-0.145	-1.66	1.31	0
chr2_203142935_203143052_+	NOP58	0.35	0.365	4.26	4.99	2.49
chr7_26241385_26241446_+	CBX3	0.01	0.015	0.2	0.38	0
chr2_63822557_63822653_+	MDH1	-0.09	-0.085	-0.96	0.77	0
chr1_155289585_155289719_+	FDPS	0.01	0.015	0.2	0.38	0
chr2_203759304_203759349_-	WDR12	-0.01	-0.005	-0.03	0.31	0
chr5_10250355_10250557_+	CCT5	-0.01	-0.005	-0.03	0.31	0
chr11_108005869_108005969_+	ACAT1	-0.23	-0.225	-2.59	2.32	0.51
chr16_75670352_75670445_-	KARS	-0.02	-0.015	-0.15	0.36	0
chr1_53699214_53699324_-	MAGOH	-0.09	-0.085	-0.96	0.77	0
chr5_134686513_134686603_-	H2AFY	0.02	0.025	0.31	0.42	0
chr5_134688636_134688735_-	H2AFY	-0.12	-0.115	-1.31	1.02	0
chr19_18683161_18683417_+	UBA52	0.03	0.035	0.43	0.48	0
chr5_134696187_134696297_-	H2AFY	0.02	0.025	0.31	0.42	0
chr19_39123241_39123318_+	EIF3K	-0.01	-0.005	-0.03	0.31	0
chr18_55287801_55287883_-	NARS	-0.03	-0.025	-0.27	0.4	0
chr22_38251572_38251651_+	EIF3L	-0.3	-0.285	-3.28	3.28	1.17
chr10_97023621_97023820_-	PDLIM1	-0.02	-0.015	-0.15	0.36	0
chr14_68129746_68129907_-	VTI1B	0.09	0.095	1.13	0.89	0
chr20_39708725_39708820_+	TOP1	-0.01	-0.005	-0.03	0.31	0
chr15_75221457_75221573_-	COX5A	-0.02	-0.015	-0.15	0.36	0
chr1_36926865_36926913_-	MRPS15	-0.04	-0.035	-0.38	0.45	0
chr3_101298686_101298848_+	PCNP	0.03	0.045	0.55	0.54	0
chr5_96066484_96066564_+	CAST	-0.01	-0.005	-0.03	0.31	0
chr9_70874263_70874350_+	CBWD3	0.3	0.335	3.91	4.34	1.97
chr19_5641751_5641957_+	SAFB	-0.03	-0.015	-0.15	0.36	0
chr1_235602084_235602237_+	TBCE	-0.01	0.005	0.08	0.33	0
chr12_53849724_53849785_+	PCBP2	-0.01	-0.005	-0.03	0.31	0
chr1_32694736_32694809_+	EIF3I	-0.04	-0.035	-0.38	0.45	0
chr1_113196220_113196283_+	CAPZA1	-0.01	-0.005	-0.03	0.31	0
chr10_76977646_76977749_+	VDAC2	0.24	0.245	2.87	2.69	0.76
chr7_151049179_151049279_+	NUB1	0.06	0.065	0.78	0.66	0
chr21_35281386_35281399_-	ATP5O	-0.05	-0.045	-0.5	0.51	0
chr1_155698999_155699157_+	DAP3	-0.02	-0.005	-0.03	0.31	0
chr7_30537357_30537512_-	GGCT	0.05	0.055	0.66	0.59	0
chr7_30538419_30538554_-	GGCT	0.01	0.015	0.2	0.38	0
chr13_28006868_28006941_+	GTF3A	-0.03	-0.025	-0.27	0.4	0
chr14_20786415_20786629_-	CCNB1IP1	0.01	0.035	0.43	0.48	0
chr1_155701735_155701824_+	DAP3	-0.01	0.005	0.08	0.33	0
chr14_20797333_20797533_-	CCNB1IP1	0.06	0.085	1.01	0.81	0
chr5_122163074_122163154_+	SNX2	-0.01	-0.005	-0.03	0.31	0
chrX_135955608_135956611_-	RBMX	-0.69	-0.665	-7.69	14.13	10.21
chrX_135955620_135956611_-	RBMX	-0.69	-0.665	-7.69	14.13	10.21
chr16_28391297_28391459_-	EIF3CL	-0.04	-0.035	-0.38	0.45	0
chr21_27107164_27107215_-	ATP5J	-0.1	-0.095	-1.08	0.85	0
chr7_32528237_32528264_-	LSM5	-0.01	-0.005	-0.03	0.31	0
chr21_27106644_27106686_-	ATP5J	0.02	0.025	0.31	0.42	0
chr1_225692693_225692755_-	ENAH	-0.29	-0.285	-3.28	3.28	1.17
chr9_70489915_70490139_-	CBWD5	-0.01	0.005	0.08	0.33	0
chr17_49239089_49239259_+	NME1	0.02	0.025	0.31	0.42	0
chr1_150598955_150599002_-	ENSA	0.01	0.015	0.2	0.38	0
chr20_30155881_30156083_+	HM13	0.01	0.025	0.31	0.42	0
chr11_60665573_60665743_-	PRPF19	-0.02	-0.015	-0.15	0.36	0
chr19_49605371_49606844_+	SNRNP70	0.11	0.115	1.36	1.06	0
chr16_28403301_28403463_-	EIF3CL	-0.02	-0.015	-0.15	0.36	0
chr5_148880578_148880785_-	CSNK1A1	0.11	0.125	1.48	1.16	0
chr7_99688525_99688572_+	COPS6	-0.01	-0.005	-0.03	0.31	0
chr3_180669086_180669256_+	FXR1	-0.01	-0.005	-0.03	0.31	0
chr1_101479266_101479374_-	DPH5	-0.09	-0.075	-0.85	0.7	0
chr12_57624167_57624443_+	SHMT2	0.01	0.025	0.31	0.42	0
chr14_24686058_24686429_-	NEDD8	-0.01	-0.005	-0.03	0.31	0
chr2_170661984_170662087_+	SSB	-0.01	-0.005	-0.03	0.31	0
chr7_123186712_123186871_-	NDUFA5	0.17	0.175	2.06	1.71	0.13
chr14_24701456_24701660_-	NEDD8	-0.01	-0.005	-0.03	0.31	0
chr5_130498055_130498170_-	HINT1	0.08	0.085	1.01	0.81	0
chr6_86328536_86328657_-	SYNCRIP	-0.01	-0.005	-0.03	0.31	0
chr14_24701456_24701560_-	NEDD8	-0.01	-0.005	-0.03	0.31	0
chr1_115119309_115119379_-	BCAS2	-0.12	-0.115	-1.31	1.02	0
chr5_69362911_69362961_+	SMN2	-0.15	-0.135	-1.54	1.21	0
chr4_83276048_83276154_-	HNRNPD	0.03	0.035	0.43	0.48	0
chr15_91524729_91524899_-	PRC1	-0.01	-0.005	-0.03	0.31	0
chr5_96106235_96106306_+	CAST	-0.01	-0.005	-0.03	0.31	0
chr7_30537089_30537512_-	GGCT	0.01	0.015	0.2	0.38	0
chr12_69042479_69042561_+	RAP1B	-0.01	0.005	0.08	0.33	0
chr1_46078841_46078920_+	NASP	-0.01	-0.005	-0.03	0.31	0
chr16_28734485_28734644_+	EIF3C	-0.02	-0.015	-0.15	0.36	0
chr12_69044180_69044248_+	RAP1B	-0.01	0.005	0.08	0.33	0
chr11_32616460_32616559_+	EIF3M	-0.01	-0.005	-0.03	0.31	0
chr3_149684055_149684373_-	PFN2	-0.03	-0.025	-0.27	0.4	0
chrX_19371200_19371291_+	PDHA1	-0.01	-0.005	-0.03	0.31	0
chr3_149684072_149684373_-	PFN2	-0.03	-0.025	-0.27	0.4	0
chr5_10250328_10250557_+	CCT5	-0.01	-0.005	-0.03	0.31	0
chr1_155288456_155288544_+	FDPS	-0.05	-0.045	-0.5	0.51	0
chr7_102183972_102184083_-	POLR2J3	0.02	0.035	0.43	0.48	0
chr1_28536483_28536577_-	DNAJC8	-0.14	-0.135	-1.54	1.21	0
chr2_26437312_26437430_-	HADHA	-0.01	-0.005	-0.03	0.31	0
chr16_28743150_28743513_+	EIF3C	-0.05	-0.045	-0.5	0.51	0
chr19_34924253_34924317_+	UBA2	-0.03	-0.025	-0.27	0.4	0
chr12_57936729_57936758_-	DCTN2	0.01	0.015	0.2	0.38	0
chr19_3056310_3056354_-	AES	-0.01	-0.005	-0.03	0.31	0
chr7_97498220_97498491_-	ASNS	0.01	0.025	0.31	0.42	0
chr7_97498220_97498417_-	ASNS	0.01	0.025	0.31	0.42	0
chr2_73467565_73467671_+	CCT7	-0.03	-0.025	-0.27	0.4	0
chr2_73470174_73470257_+	CCT7	0.01	0.015	0.2	0.38	0
chr16_2314574_2314761_-	RNPS1	0.02	0.025	0.31	0.42	0
chr17_17165334_17165420_-	COPS3	0.01	0.025	0.31	0.42	0
chr12_51451789_51451911_+	LETMD1	0.01	0.035	0.43	0.48	0
chr19_1271120_1271245_+	CIRBP	-0.01	0.005	0.08	0.33	0
chr16_11969943_11970032_-	GSPT1	-0.01	-0.005	-0.03	0.31	0
chr6_31506707_31506716_-	DDX39B	0.01	0.015	0.2	0.38	0
chr10_94388565_94388652_+	KIF11	-0.02	-0.005	-0.03	0.31	0
chr14_64908103_64908171_+	MTHFD1	-0.01	-0.005	-0.03	0.31	0
chr4_185623517_185623595_-	MLF1IP	0.01	0.025	0.31	0.42	0
chr2_15768569_15768641_+	DDX1	-0.02	-0.015	-0.15	0.36	0
chr16_81025359_81025562_-	CMC2	0.01	0.015	0.2	0.38	0
chr5_65466413_65466477_+	SREK1	-0.01	0.005	0.08	0.33	0
chr20_48713209_48713357_-	TMEM189-UBE2V1	0.01	0.015	0.2	0.38	0
chr11_75113424_75113490_+	RPS3	-0.03	-0.025	-0.27	0.4	0
chr3_23932000_23932805_+	UBE2E1	-0.02	-0.015	-0.15	0.36	0
chr5_133537539_133537712_-	PPP2CA	0.01	0.015	0.2	0.38	0
chr20_31421523_31421668_+	MAPRE1	-0.01	-0.005	-0.03	0.31	0
chr12_48360991_48361044_+	TMEM106C	0.02	0.025	0.31	0.42	0
chr13_20283682_20283739_-	PSPC1	-0.42	-0.405	-4.67	5.82	3.13
chr4_57344545_57344669_+	SRP72	-0.06	-0.045	-0.5	0.51	0
chr22_36913348_36913540_-	EIF3D	-0.01	-0.005	-0.03	0.31	0
chr1_245016690_245017805_-	HNRNPU	-0.02	-0.015	-0.15	0.36	0
chr17_56424890_56424945_-	SUPT4H1	-0.06	-0.045	-0.5	0.51	0
chr19_17972102_17972116_+	RPL18A	0.01	0.015	0.2	0.38	0
chr16_67116116_67116211_+	CBFB	0.01	0.015	0.2	0.38	0
chr5_154336695_154336772_+	MRPL22	0.01	0.015	0.2	0.38	0
chr7_98955963_98956038_+	ARPC1A	-0.01	-0.005	-0.03	0.31	0
chr5_70355517_70355571_-	GTF2H2	-0.06	-0.045	-0.5	0.51	0
chr10_95457893_95457938_-	FRA10AC1	-0.01	0.005	0.08	0.33	0
chr12_53421566_53421656_+	EIF4B	-0.08	-0.075	-0.85	0.7	0
chr11_34113453_34113603_+	CAPRIN1	-0.01	-0.005	-0.03	0.31	0
chr11_77333545_77333576_-	CLNS1A	0.01	0.015	0.2	0.38	0
chr21_26976108_26976247_-	MRPL39	-0.03	-0.025	-0.27	0.4	0
chr20_49557402_49557470_-	DPM1	-0.02	-0.015	-0.15	0.36	0
chr19_2271384_2271441_+	OAZ1	-0.02	-0.005	-0.03	0.31	0
chr12_69124890_69125040_+	NUP107	0.01	0.015	0.2	0.38	0
chr19_12910673_12910803_-	PRDX2	-0.01	-0.005	-0.03	0.31	0
chr12_53690214_53690335_+	PFDN5	0.04	0.045	0.55	0.54	0
chr7_99012759_99012889_+	BUD31	0.03	0.045	0.55	0.54	0
chr17_49239089_49239556_+	NME1	0.02	0.025	0.31	0.42	0
chr19_35993038_35993085_-	DMKN	-0.02	-0.005	-0.03	0.31	0
chr1_153955695_153955772_-	RAB13	-0.02	-0.015	-0.15	0.36	0
chr1_154141781_154141859_-	TPM3	0.01	0.015	0.2	0.38	0
chr1_154148591_154148665_-	TPM3	-0.07	-0.065	-0.73	0.63	0
chr17_45753775_45753857_+	KPNB1	-0.03	-0.025	-0.27	0.4	0
chr17_45754386_45754493_+	KPNB1	-0.02	-0.015	-0.15	0.36	0
chr15_75215989_75216111_-	COX5A	-0.01	-0.005	-0.03	0.31	0
chr14_68129194_68129252_-	VTI1B	-0.01	-0.005	-0.03	0.31	0
chr9_124910391_124910556_-	NDUFA8	0.02	0.025	0.31	0.42	0
chr3_101298634_101298848_+	PCNP	0.02	0.035	0.43	0.48	0
chr14_35182880_35183034_-	CFL2	0.02	0.025	0.31	0.42	0
chr2_228217230_228217289_+	MFF	-0.02	-0.015	-0.15	0.36	0
chr22_18102227_18102292_-	ATP6V1E1	0.01	0.015	0.2	0.38	0
chr17_33928005_33928090_+	AP2B1	0.04	0.045	0.55	0.54	0
chr1_32692004_32692131_+	EIF3I	-0.07	-0.065	-0.73	0.63	0
chr12_7076839_7076942_-	PHB2	-0.02	-0.015	-0.15	0.36	0
chr12_7077055_7077184_-	PHB2	0.01	0.015	0.2	0.38	0
chr21_30408592_30408695_+	USP16	-0.02	-0.005	-0.03	0.31	0
chr10_76285014_76285184_+	ADK	0.01	0.015	0.2	0.38	0
chr16_29818857_29819149_+	MAZ	-0.01	-0.005	-0.03	0.31	0
chr15_91527248_91527370_-	PRC1	-0.01	-0.005	-0.03	0.31	0
chr9_36197548_36197585_+	CLTA	-0.03	-0.025	-0.27	0.4	0
chr2_38976040_38976315_-	SRSF7	0.15	0.165	1.94	1.58	0.06
chr1_155701147_155701206_+	DAP3	-0.01	0.005	0.08	0.33	0
chr21_30414334_30414425_+	USP16	-0.01	0.005	0.08	0.33	0
chr14_97326894_97327072_+	VRK1	-0.01	-0.005	-0.03	0.31	0
chr14_58727687_58727738_+	PSMA3	-0.05	-0.045	-0.5	0.51	0
chr6_144181563_144181690_+	LTV1	-0.01	-0.005	-0.03	0.31	0
chr8_144671161_144672630_-	EEF1D	0.04	0.045	0.55	0.54	0
chr8_144672778_144672908_-	EEF1D	0.01	0.015	0.2	0.38	0
chr12_27888380_27888489_+	MRPS35	-0.01	-0.005	-0.03	0.31	0
chr8_26216423_26216548_+	PPP2R2A	0.01	0.025	0.31	0.42	0
chr16_28391953_28392112_-	EIF3CL	-0.03	-0.025	-0.27	0.4	0
chr16_28394439_28394802_-	EIF3CL	-0.04	-0.035	-0.38	0.45	0
chr16_28399379_28399603_-	EIF3CL	-0.02	-0.015	-0.15	0.36	0
chr3_42826744_42826812_-	HIGD1A	-0.01	-0.005	-0.03	0.31	0
chr1_76200476_76200556_+	ACADM	-0.01	-0.005	-0.03	0.31	0
chr1_38444392_38444499_-	SF3A3	-0.01	-0.005	-0.03	0.31	0
chr10_51610393_51610425_-	TIMM23	-0.03	-0.015	-0.15	0.36	0
chr19_49605371_49605430_+	SNRNP70	0.17	0.175	2.06	1.71	0.13
chr5_148878726_148878856_-	CSNK1A1	0.11	0.125	1.48	1.16	0
chr9_127624189_127624214_-	RPL35	-0.02	-0.015	-0.15	0.36	0
chr16_28411192_28411319_-	EIF3CL	-0.03	-0.025	-0.27	0.4	0
chr1_38482031_38482092_+	UTP11L	0.01	0.015	0.2	0.38	0
chr7_99688051_99688110_+	COPS6	-0.03	-0.025	-0.27	0.4	0
chr17_34842779_34842810_+	ZNHIT3	-0.11	-0.095	-1.08	0.85	0
chrX_41198289_41198336_+	DDX3X	-0.01	-0.005	-0.03	0.31	0
chr5_148891357_148891435_-	CSNK1A1	-0.01	-0.005	-0.03	0.31	0
chr10_27406505_27406656_-	YME1L1	-0.01	-0.005	-0.03	0.31	0
chr11_93468733_93469470_-	TAF1D	-0.07	-0.035	-0.38	0.45	0
chr20_57475004_57475465_+	GNAS	0.01	0.015	0.2	0.38	0
chr7_123197458_123197509_-	NDUFA5	-0.01	-0.005	-0.03	0.31	0
chr6_114274441_114274582_-	HDAC2	-0.02	-0.015	-0.15	0.36	0
chr14_35777200_35777294_+	PSMA6	-0.01	-0.005	-0.03	0.31	0
chr14_35777200_35777294_+	KIAA0391	-0.01	-0.005	-0.03	0.31	0
chr5_69362761_69362961_+	SMN2	-0.11	-0.105	-1.19	0.93	0
chr1_115272879_115273043_-	CSDE1	0.01	0.015	0.2	0.38	0
chr2_32248961_32249325_-	DPY30	-0.02	-0.015	-0.15	0.36	0
chr3_49405861_49405981_-	RHOA	-0.01	-0.005	-0.03	0.31	0
chr16_21972649_21972786_+	UQCRC2	0.02	0.025	0.31	0.42	0
chr1_115292442_115292828_-	CSDE1	0.01	0.015	0.2	0.38	0
chr2_216212344_216212375_+	ATIC	0.01	0.015	0.2	0.38	0
chr5_69372348_69372401_+	SMN2	-0.05	-0.045	-0.5	0.51	0
chr11_32616460_32616462_+	EIF3M	-0.01	-0.005	-0.03	0.31	0
chr7_35913251_35913385_+	SEPT7	-0.01	-0.005	-0.03	0.31	0
chr12_69042486_69042561_+	RAP1B	-0.01	0.005	0.08	0.33	0
chr11_32610558_32610681_+	EIF3M	-0.01	-0.005	-0.03	0.31	0
chr7_95838150_95838289_-	SLC25A13	-0.02	-0.005	-0.03	0.31	0
chr1_28531769_28531861_-	DNAJC8	-0.01	-0.005	-0.03	0.31	0
chr6_150092298_150092402_+	PCMT1	0.01	0.025	0.31	0.42	0
chr1_151237308_151237394_+	PSMD4	-0.01	-0.005	-0.03	0.31	0
chr16_28737926_28738116_+	EIF3C	-0.02	-0.015	-0.15	0.36	0
