id	gene	deltaPSI	deltaPSIc	z	p	q
chr12_10761813_10761982_-	MAGOHB	0.06	0.065	1.36	1.06	0
chr11_85340176_85340247_+	TMEM126B	0.01	0.015	0.3	0.42	0
chr4_122592702_122592797_-	ANXA5	-0.04	-0.035	-0.76	0.65	0
chr6_136595101_136595327_-	BCLAF1	0.17	0.175	3.69	3.95	1.48
chr2_29164327_29164440_+	WDR43	-0.01	-0.005	-0.12	0.34	0
chr1_235299349_235299388_-	RBM34	-0.01	-0.005	-0.12	0.34	0
chr20_47704546_47704643_+	CSE1L	-0.06	-0.055	-1.18	0.92	0
chr12_98938220_98938315_+	TMPO	-0.01	-0.005	-0.12	0.34	0
chr2_38970743_38972329_-	SRSF7	-0.01	-0.005	-0.12	0.34	0
chr5_61688005_61688061_-	DIMT1	-0.07	-0.065	-1.4	1.09	0
chr2_44152206_44152296_-	LRPPRC	-0.01	-0.005	-0.12	0.34	0
chr17_57196660_57196856_-	SKA2	0.09	0.095	2	1.64	0.06
chr5_133724668_133724743_+	UBE2B	0.02	0.025	0.51	0.52	0
chr7_102962958_102963079_-	DNAJC2	-0.01	-0.005	-0.12	0.34	0
chr12_10856122_10856218_-	YBX3	0.01	0.015	0.3	0.42	0
chr20_21314716_21314823_+	XRN2	0.01	0.015	0.3	0.42	0
chr20_21319682_21319726_+	XRN2	0.01	0.015	0.3	0.42	0
chr20_54959326_54959380_-	AURKA	0.01	0.015	0.3	0.42	0
chr5_148880578_148880785_-	CSNK1A1	0.05	0.055	1.15	0.9	0
chr5_69359242_69359313_+	SMN2	-0.01	-0.005	-0.12	0.34	0
chr12_120933859_120934019_+	DYNLL1	0.01	0.015	0.3	0.42	0
chr20_55088371_55088484_+	RTFDC1	0.01	0.015	0.3	0.42	0
chr20_55091991_55092045_+	RTFDC1	-0.02	-0.015	-0.33	0.43	0
chr6_138733220_138733393_+	HEBP2	0.02	0.015	0.3	0.42	0
chr9_15470644_15471229_-	PSIP1	0.03	0.035	0.73	0.63	0
chr7_44873838_44874161_-	H2AFV	-0.01	-0.005	-0.12	0.34	0
chr1_35648533_35650194_-	SFPQ	-0.12	-0.095	-2.03	1.67	0.09
chr1_115110178_115110877_-	BCAS2	0.01	0.015	0.3	0.42	0
chr22_18102227_18102292_-	ATP6V1E1	-0.01	-0.005	-0.12	0.34	0
chr13_96251619_96251678_-	DZIP1	-0.15	-0.145	-3.09	3	0.81
chr1_202302365_202302463_-	UBE2T	-0.01	-0.005	-0.12	0.34	0
chr6_79911993_79912106_-	HMGN3	0.01	0.015	0.3	0.42	0
chr22_20110103_20110220_+	RANBP1	0.02	0.025	0.51	0.52	0
chr20_2451334_2451378_-	SNRPB	-0.08	-0.075	-1.61	1.27	0
chr16_67100585_67100701_+	CBFB	-0.01	-0.005	-0.12	0.34	0
chr17_1265224_1265302_-	YWHAE	-0.1	-0.095	-2.03	1.67	0.09
chr7_26241385_26241446_+	CBX3	-0.05	-0.045	-0.97	0.78	0
chr1_23667345_23667510_-	HNRNPR	-0.01	-0.005	-0.12	0.34	0
chr16_81121206_81121269_-	GCSH	-0.04	-0.035	-0.76	0.65	0
chr12_53416038_53416150_+	EIF4B	0.01	0.015	0.3	0.42	0
chr12_53419011_53419129_+	EIF4B	0.01	0.015	0.3	0.42	0
chr16_81124206_81124285_-	GCSH	-0.02	-0.015	-0.33	0.43	0
chr4_48853823_48853992_+	OCIAD1	-0.01	-0.005	-0.12	0.34	0
chr10_71921614_71921687_-	SAR1A	-0.01	-0.005	-0.12	0.34	0
chr10_71990097_71990155_-	PPA1	-0.01	-0.005	-0.12	0.34	0
chr18_54283476_54283545_-	TXNL1	-0.01	-0.005	-0.12	0.34	0
chr5_96106235_96106306_+	CAST	-0.01	-0.005	-0.12	0.34	0
chr12_104331473_104331584_+	HSP90B1	-0.03	-0.025	-0.55	0.54	0
chr1_46070608_46070688_+	NASP	-0.02	-0.015	-0.33	0.43	0
chr2_47399553_47399598_-	CALM2	0.01	0.015	0.3	0.42	0
chr19_39975792_39975903_+	TIMM50	0.01	0.015	0.3	0.42	0
chr3_119232488_119232566_+	TIMMDC1	-0.01	-0.005	-0.12	0.34	0
chr8_94719430_94719509_+	FAM92A1	0.01	0.015	0.3	0.42	0
chr10_70725133_70725250_+	DDX21	-0.01	-0.005	-0.12	0.34	0
chr9_86595068_86595184_-	HNRNPK	-0.04	-0.035	-0.76	0.65	0
chr20_34317234_34317284_-	RBM39	-0.02	-0.005	-0.12	0.34	0
chr17_34842779_34842810_+	ZNHIT3	-0.08	-0.075	-1.61	1.27	0
chr12_27878510_27878600_+	MRPS35	0.02	0.025	0.51	0.52	0
chr19_10791022_10791119_+	ILF3	-0.02	-0.015	-0.33	0.43	0
chr22_36913348_36913478_-	EIF3D	-0.01	-0.005	-0.12	0.34	0
chr17_73701691_73701773_+	SAP30BP	0.01	0.015	0.3	0.42	0
chr3_160130114_160130241_+	SMC4	-0.02	-0.015	-0.33	0.43	0
chr1_111996833_111996978_+	ATP5F1	-0.11	-0.105	-2.24	1.9	0.19
chr1_43125193_43125237_+	PPIH	-0.01	-0.005	-0.12	0.34	0
chr7_95838150_95838289_-	SLC25A13	-0.01	0.005	0.09	0.33	0
chr1_43140959_43140998_+	PPIH	0.01	0.015	0.3	0.42	0
chr1_76257866_76257991_+	RABGGTB	0.01	0.025	0.51	0.52	0
chr7_112102325_112102433_+	IFRD1	-0.04	-0.035	-0.76	0.65	0
chr8_54891585_54891731_-	TCEA1	0.01	0.015	0.3	0.42	0
chr3_149684055_149684373_-	PFN2	-0.01	-0.005	-0.12	0.34	0
chr3_149684072_149684373_-	PFN2	-0.01	-0.005	-0.12	0.34	0
chr9_42681171_42681257_+	CBWD7	-0.03	-0.005	-0.12	0.34	0
chr2_85872071_85872206_+	USP39	-0.01	-0.005	-0.12	0.34	0
chr5_154330381_154330498_+	MRPL22	-0.12	-0.115	-2.46	2.16	0.34
chr1_192987752_192987950_-	UCHL5	0.06	0.065	1.36	1.06	0
chr11_77333545_77333576_-	CLNS1A	0.01	0.015	0.3	0.42	0
chrX_102509533_102509605_-	TCEAL8	0.06	0.065	1.36	1.06	0
chr16_11940552_11940700_-	RSL1D1	0.01	0.015	0.3	0.42	0
chr7_32528237_32528264_-	LSM5	-0.01	-0.005	-0.12	0.34	0
chr16_30076469_30077248_+	ALDOA	-0.03	-0.025	-0.55	0.54	0
chr3_150289745_150290316_+	EIF2A	-0.04	-0.035	-0.76	0.65	0
chr1_24295573_24297929_-	SRSF10	-0.06	-0.045	-0.97	0.78	0
chr1_24296854_24297929_-	SRSF10	-0.06	-0.045	-0.97	0.78	0
chr1_24298063_24298116_-	SRSF10	-0.12	-0.105	-2.24	1.9	0.19
chr5_68498746_68498797_+	CENPH	-0.11	-0.105	-2.24	1.9	0.19
chr17_8110068_8110206_-	AURKB	-0.04	-0.035	-0.76	0.65	0
chr11_114314877_114314934_+	REXO2	0.01	0.015	0.3	0.42	0
chr10_76285014_76285184_+	ADK	0.03	0.035	0.73	0.63	0
chr5_125919624_125919704_-	ALDH7A1	-0.01	-0.005	-0.12	0.34	0
chr3_112262904_112262953_-	ATG3	-0.01	-0.005	-0.12	0.34	0
chr14_102356574_102356633_+	PPP2R5C	0.01	0.015	0.3	0.42	0
chr7_99009373_99009606_+	BUD31	0.04	0.045	0.94	0.76	0
chr14_102372739_102372866_+	PPP2R5C	0.01	0.015	0.3	0.42	0
chr16_21847220_21847589_-	NPIPB4	-0.03	-0.025	-0.55	0.54	0
chr11_114318548_114318601_+	REXO2	0.01	0.015	0.3	0.42	0
chr8_27606012_27606115_-	CCDC25	-0.24	-0.235	-5	6.54	3.59
chr22_29684595_29684775_+	EWSR1	0.01	0.015	0.3	0.42	0
chr5_68660571_68661581_-	TAF9	0.01	0.015	0.3	0.42	0
chr9_69262334_69262551_-	CBWD6	-0.01	0.005	0.09	0.33	0
chr9_69262334_69262593_-	CBWD6	-0.01	0.005	0.09	0.33	0
chr5_68662330_68662648_-	TAF9	-0.01	-0.005	-0.12	0.34	0
chr14_35777200_35777294_+	PSMA6	0.01	0.015	0.3	0.42	0
chr12_120933916_120934019_+	DYNLL1	0.01	0.015	0.3	0.42	0
chr1_32497125_32497241_+	KHDRBS1	-0.01	-0.005	-0.12	0.34	0
chr13_45553325_45553401_-	NUFIP1	-0.02	-0.015	-0.33	0.43	0
chr21_35279645_35279720_-	ATP5O	-0.01	-0.005	-0.12	0.34	0
chr17_17163712_17163788_-	COPS3	-0.01	-0.005	-0.12	0.34	0
chr16_75425278_75425406_-	CFDP1	0.06	0.065	1.36	1.06	0
chr19_7695459_7695545_+	PET100	-0.01	-0.005	-0.12	0.34	0
chr13_28008276_28008356_+	GTF3A	-0.01	-0.005	-0.12	0.34	0
chr17_6545073_6545154_+	TXNDC17	0.01	0.015	0.3	0.42	0
chr17_17165312_17165420_-	COPS3	-0.02	-0.015	-0.33	0.43	0
chr1_245016690_245017805_-	HNRNPU	-0.02	-0.015	-0.33	0.43	0
chr19_16192723_16192856_+	TPM4	-0.01	-0.005	-0.12	0.34	0
chr20_49557666_49557746_-	DPM1	0.02	0.025	0.51	0.52	0
chr2_216212344_216212375_+	ATIC	0.01	0.015	0.3	0.42	0
chr2_216213407_216213454_+	ATIC	0.01	0.015	0.3	0.42	0
chr2_73467565_73467671_+	CCT7	-0.02	-0.015	-0.33	0.43	0
chr9_70463031_70463075_-	CBWD5	-0.01	0.005	0.09	0.33	0
chr9_70465708_70465758_-	CBWD5	-0.08	-0.055	-1.18	0.92	0
chr9_70465708_70465794_-	CBWD5	-0.02	0.005	0.09	0.33	0
chr9_70470996_70471140_-	CBWD5	0.01	0.035	0.73	0.63	0
chr7_22857619_22857667_-	TOMM7	0.02	0.025	0.51	0.52	0
chr11_85340176_85340306_+	TMEM126B	0.02	0.025	0.51	0.52	0
chr12_25368371_25368494_-	KRAS	0.01	0.015	0.3	0.42	0
chr16_15103538_15103616_+	PDXDC1	-0.01	-0.005	-0.12	0.34	0
chr19_39123241_39123318_+	EIF3K	0.01	0.015	0.3	0.42	0
chr2_70516482_70516504_-	SNRPG	-0.02	-0.015	-0.33	0.43	0
chr15_78832820_78832881_+	PSMA4	-0.01	-0.005	-0.12	0.34	0
chr19_49605371_49606844_+	SNRNP70	0.04	0.035	0.73	0.63	0
chr17_38548320_38548363_-	TOP2A	-0.01	-0.005	-0.12	0.34	0
chr1_46067927_46068037_+	NASP	-0.03	-0.025	-0.55	0.54	0
chr1_145359907_145359958_+	NBPF10	0.1	0.095	2	1.64	0.06
chr14_20784386_20784424_-	CCNB1IP1	-0.01	0.005	0.09	0.33	0
chr21_30398030_30398092_+	USP16	-0.01	-0.005	-0.12	0.34	0
chr5_179048844_179048977_-	HNRNPH1	0.03	0.045	0.94	0.76	0
chr19_2271384_2271438_+	OAZ1	-0.01	-0.005	-0.12	0.34	0
chr19_2271384_2271441_+	OAZ1	-0.01	-0.005	-0.12	0.34	0
chr2_32249171_32249325_-	DPY30	-0.01	-0.005	-0.12	0.34	0
chr21_30408592_30408695_+	USP16	-0.02	-0.005	-0.12	0.34	0
chr1_155279580_155279756_+	FDPS	0.03	0.035	0.73	0.63	0
chr7_123197458_123197502_-	NDUFA5	0.01	0.015	0.3	0.42	0
chr7_123197458_123197509_-	NDUFA5	0.01	0.015	0.3	0.42	0
chr5_69362761_69362961_+	SMN2	-0.02	-0.015	-0.33	0.43	0
chr21_30411802_30411889_+	USP16	-0.01	-0.005	-0.12	0.34	0
chrX_133609211_133609394_+	HPRT1	0.01	0.015	0.3	0.42	0
chr1_155288647_155288719_+	FDPS	-0.01	-0.005	-0.12	0.34	0
chr9_15470988_15471174_-	PSIP1	0.04	0.045	0.94	0.76	0
chr2_27997291_27997397_+	MRPL33	0.08	0.085	1.79	1.44	0
chr13_115056964_115057019_+	UPF3A	-0.11	-0.105	-2.24	1.9	0.19
chr5_69367109_69367217_+	SMN2	0.03	0.035	0.73	0.63	0
chr5_69372348_69372401_+	SMN2	0.04	0.045	0.94	0.76	0
chr18_19202686_19202762_+	SNRPD1	0.01	0.015	0.3	0.42	0
chr18_9944921_9945055_+	VAPA	-0.01	-0.005	-0.12	0.34	0
chr8_38027320_38027435_-	LSM1	0.04	0.045	0.94	0.76	0
chr19_10229116_10229233_-	EIF3G	0.02	0.025	0.51	0.52	0
chr6_160205843_160205879_-	TCP1	-0.01	-0.005	-0.12	0.34	0
chr6_160189543_160189660_+	ACAT2	-0.01	-0.005	-0.12	0.34	0
chr16_81116114_81116568_-	GCSH	-0.01	-0.005	-0.12	0.34	0
chr6_160206418_160206528_-	TCP1	-0.01	-0.005	-0.12	0.34	0
chr16_81124602_81124712_-	GCSH	0.02	0.025	0.51	0.52	0
chr6_127637079_127637226_-	ECHDC1	0.02	0.025	0.51	0.52	0
chr15_76520054_76520238_-	ETFA	0.01	0.015	0.3	0.42	0
chr12_53421566_53421656_+	EIF4B	-0.1	-0.095	-2.03	1.67	0.09
chr12_53421566_53421640_+	EIF4B	-0.1	-0.095	-2.03	1.67	0.09
chr15_40331077_40331251_-	SRP14	0.01	0.005	0.09	0.33	0
chr16_70573007_70573110_+	SF3B3	-0.01	-0.005	-0.12	0.34	0
chr1_167889217_167889328_-	MPC2	-0.01	-0.005	-0.12	0.34	0
chr16_28411936_28411990_-	EIF3CL	-0.01	-0.005	-0.12	0.34	0
chr10_76360137_76360251_+	ADK	-0.01	-0.005	-0.12	0.34	0
chr19_30498377_30498545_+	URI1	-0.01	-0.005	-0.12	0.34	0
chr12_53690238_53690335_+	PFDN5	0.02	0.025	0.51	0.52	0
chr5_1801514_1801663_+	NDUFS6	-0.02	-0.015	-0.33	0.43	0
chr1_33127847_33127938_+	RBBP4	0.01	0.015	0.3	0.42	0
chr5_43533840_43533894_-	PAIP1	0.01	0.015	0.3	0.42	0
chr5_130496349_130496537_-	HINT1	0.01	0.015	0.3	0.42	0
chr15_44843629_44843720_+	EIF3J	-0.01	-0.005	-0.12	0.34	0
chr1_28536483_28536577_-	DNAJC8	-0.09	-0.085	-1.82	1.46	0.01
chr3_41281151_41281227_+	CTNNB1	0.04	0.045	0.94	0.76	0
chr20_34317384_34317449_-	RBM39	-0.02	-0.005	-0.12	0.34	0
chr2_85806132_85806290_+	VAMP8	0.01	0.015	0.3	0.42	0
chr1_22013684_22013732_-	USP48	0.01	0.015	0.3	0.42	0
chr17_30205721_30205800_-	UTP6	-0.02	-0.015	-0.33	0.43	0
chr3_101298634_101298848_+	PCNP	0.01	0.015	0.3	0.42	0
chr10_7848937_7848973_+	ATP5C1	-0.02	-0.015	-0.33	0.43	0
chr4_77979660_77979788_-	CCNI	-0.01	-0.005	-0.12	0.34	0
chr1_220195689_220195860_-	EPRS	-0.01	-0.005	-0.12	0.34	0
chr19_10799226_10799354_+	ILF3	-0.02	-0.015	-0.33	0.43	0
chr8_109226836_109226945_-	EIF3E	-0.01	-0.005	-0.12	0.34	0
chr6_99994271_99994350_-	CCNC	-0.01	-0.005	-0.12	0.34	0
chr17_48822022_48822174_+	LUC7L3	0.01	0.015	0.3	0.42	0
chr8_109229610_109229689_-	EIF3E	-0.02	-0.015	-0.33	0.43	0
chr4_109576720_109576813_+	OSTC	-0.01	-0.005	-0.12	0.34	0
chr13_53042413_53042482_+	CKAP2	-0.01	-0.005	-0.12	0.34	0
chr12_42726462_42726504_+	PPHLN1	-0.02	-0.015	-0.33	0.43	0
chrX_102318570_102318659_-	BEX1	0.02	0.025	0.51	0.52	0
chr16_28738342_28738566_+	EIF3C	-0.01	-0.015	-0.33	0.43	0
chr3_167415639_167415766_-	PDCD10	0.01	0.015	0.3	0.42	0
chr6_114277783_114277857_-	HDAC2	-0.01	-0.005	-0.12	0.34	0
chr22_38246022_38246070_+	EIF3L	-0.01	-0.005	-0.12	0.34	0
chr16_21972649_21972786_+	UQCRC2	0.01	0.015	0.3	0.42	0
chr16_21979949_21980006_+	UQCRC2	-0.01	-0.005	-0.12	0.34	0
chr21_34954471_34954552_-	DONSON	-0.04	-0.035	-0.76	0.65	0
chr17_49231026_49231085_+	NME1	0.01	0.015	0.3	0.42	0
chr12_2906304_2906448_+	FKBP4	-0.05	-0.045	-0.97	0.78	0
chr17_49231586_49231805_+	NME2	0.05	0.055	1.15	0.9	0
chr19_34706029_34706205_+	LSM14A	0.01	0.015	0.3	0.42	0
chr19_34712412_34712643_+	LSM14A	0.01	0.015	0.3	0.42	0
chr6_116894021_116894148_+	RWDD1	0.07	0.075	1.57	1.24	0
chr19_34884153_34884213_+	GPI	0.01	0.005	0.09	0.33	0
chr19_34887486_34887562_+	GPI	-0.01	-0.015	-0.33	0.43	0
chr17_76212745_76212862_+	BIRC5	-0.03	-0.025	-0.55	0.54	0
chr17_76218909_76219060_+	BIRC5	0.07	0.075	1.57	1.24	0
chr5_10254908_10254950_+	CCT5	0.01	0.015	0.3	0.42	0
chr5_159476521_159476669_+	TTC1	-0.01	-0.005	-0.12	0.34	0
chr20_48713020_48713071_-	UBE2V1	0.02	0.025	0.51	0.52	0
chr8_117669454_117669553_-	EIF3H	-0.11	-0.105	-2.24	1.9	0.19
chr14_20797333_20797533_-	CCNB1IP1	0.02	0.035	0.73	0.63	0
chr8_117671052_117671219_-	EIF3H	-0.22	-0.215	-4.58	5.63	2.83
chr12_120902536_120902625_-	SRSF9	0.01	0.015	0.3	0.42	0
chr8_42252602_42252654_+	VDAC3	-0.01	-0.005	-0.12	0.34	0
chr8_117749476_117749526_-	EIF3H	0.01	0.015	0.3	0.42	0
chr17_7210901_7211071_+	EIF5A	-0.01	-0.005	-0.12	0.34	0
chr6_34204981_34205094_+	HMGA1	0.01	0.015	0.3	0.42	0
chr1_154246250_154246437_+	HAX1	-0.01	-0.005	-0.12	0.34	0
chr8_27680580_27680722_-	PBK	-0.02	-0.015	-0.33	0.43	0
chr6_150093691_150093820_+	PCMT1	0.02	0.025	0.51	0.52	0
chr21_35281386_35281515_-	ATP5O	-0.03	-0.025	-0.55	0.54	0
chr15_63353397_63353472_+	TPM1	0.01	0.015	0.3	0.42	0
chr5_34941201_34941288_+	DNAJC21	-0.03	-0.025	-0.55	0.54	0
chr16_75448476_75448593_-	CFDP1	-0.02	-0.015	-0.33	0.43	0
chr2_95770385_95770475_-	MRPS5	-0.04	-0.035	-0.76	0.65	0
chr16_3722701_3722821_-	TRAP1	-0.01	-0.015	-0.33	0.43	0
chr6_18255962_18256082_-	DEK	-0.02	-0.015	-0.33	0.43	0
chr6_18256592_18256670_-	DEK	-0.01	-0.005	-0.12	0.34	0
chr20_49557642_49557746_-	DPM1	0.03	0.035	0.73	0.63	0
chr17_5291099_5291224_-	NUP88	-0.05	-0.045	-0.97	0.78	0
chr1_32796369_32796509_+	HDAC1	0.01	0.015	0.3	0.42	0
chr22_39715600_39715628_-	RPL3	-0.01	-0.005	-0.12	0.34	0
chr4_103722614_103722716_-	UBE2D3	0.01	0.015	0.3	0.42	0
chr4_103722666_103722716_-	UBE2D3	0.01	0.015	0.3	0.42	0
chr8_42932359_42932507_+	FNTA	-0.01	-0.005	-0.12	0.34	0
chr5_145889630_145889723_+	TCERG1	0.08	0.095	2	1.64	0.06
chr16_75601935_75602107_+	GABARAPL2	-0.01	-0.005	-0.12	0.34	0
chr1_101467023_101467143_-	DPH5	-0.04	-0.035	-0.76	0.65	0
chr9_140136173_140136281_+	TUBB4B	0.01	0.015	0.3	0.42	0
chr9_70874263_70874350_+	CBWD3	0.14	0.165	3.48	3.6	1.21
chr12_10765414_10765577_-	MAGOHB	0.07	0.085	1.79	1.44	0
chr17_34147168_34147252_+	TAF15	-0.05	-0.045	-0.97	0.78	0
chr16_70296249_70296427_-	AARS	-0.02	-0.015	-0.33	0.43	0
chr1_145359015_145359187_+	NBPF10	0.05	0.045	0.94	0.76	0
chr16_75674082_75674247_-	KARS	-0.05	-0.045	-0.97	0.78	0
chr5_37294431_37294567_-	NUP155	-0.01	-0.005	-0.12	0.34	0
chr19_49605371_49605430_+	SNRNP70	0.07	0.065	1.36	1.06	0
chr6_36567598_36568658_+	SRSF3	0.03	0.035	0.73	0.63	0
chr6_24658040_24658131_-	TDP2	-0.02	-0.015	-0.33	0.43	0
chr14_23395911_23396023_-	PRMT5	-0.01	-0.005	-0.12	0.34	0
chr12_56194638_56194684_-	SARNP	-0.09	-0.085	-1.82	1.46	0.01
chr19_1271139_1271245_+	CIRBP	-0.01	0.005	0.09	0.33	0
chr19_1271120_1271245_+	CIRBP	-0.01	0.005	0.09	0.33	0
chr8_48956059_48956186_+	UBE2V2	0.03	0.035	0.73	0.63	0
chr8_48962820_48963068_+	UBE2V2	0.01	0.015	0.3	0.42	0
chr19_1271550_1271631_+	CIRBP	0.01	0.025	0.51	0.52	0
chr5_148891357_148891435_-	CSNK1A1	-0.01	-0.005	-0.12	0.34	0
chr6_125619796_125619962_-	HDDC2	-0.05	-0.045	-0.97	0.78	0
chr14_23496954_23497038_-	PSMB5	0.01	0.015	0.3	0.42	0
chr9_15470634_15471309_-	PSIP1	0.01	0.015	0.3	0.42	0
chr7_44873827_44874161_-	H2AFV	-0.01	-0.005	-0.12	0.34	0
chr6_159062351_159063820_-	DYNLT1	0.08	0.085	1.79	1.44	0
chr1_1770629_1770677_-	GNB1	0.02	0.025	0.51	0.52	0
chr19_36000813_36000863_-	DMKN	0.01	0.015	0.3	0.42	0
chr12_95879724_95879757_+	METAP2	-0.04	-0.035	-0.76	0.65	0
chr1_35652602_35652723_-	SFPQ	0.02	0.045	0.94	0.76	0
chr12_96397616_96397698_-	LTA4H	-0.03	-0.025	-0.55	0.54	0
chr21_40551850_40551912_-	PSMG1	0.06	0.065	1.36	1.06	0
chr21_40553698_40553804_-	PSMG1	-0.01	-0.005	-0.12	0.34	0
chr11_27371879_27371986_-	CCDC34	-0.02	-0.015	-0.33	0.43	0
chr18_3262611_3262754_+	MYL12B	0.02	0.025	0.51	0.52	0
chr9_177723_177820_-	CBWD1	0.18	0.185	3.91	4.34	1.78
chr16_67116116_67116242_+	CBFB	0.01	0.015	0.3	0.42	0
chr16_81116428_81116568_-	GCSH	-0.01	-0.005	-0.12	0.34	0
chr5_70196821_70196976_+	SERF1A	0.02	0.025	0.51	0.52	0
chr6_160206932_160207052_-	TCP1	-0.04	-0.035	-0.76	0.65	0
chr6_160208775_160208934_-	TCP1	0.01	0.015	0.3	0.42	0
chr14_23793174_23793261_+	BCL2L2-PABPN1	-0.01	-0.005	-0.12	0.34	0
chr14_23793174_23793261_+	PABPN1	-0.01	-0.005	-0.12	0.34	0
chr16_28403301_28403463_-	EIF3CL	-0.01	-0.015	-0.33	0.43	0
chr16_28411192_28411319_-	EIF3CL	-0.01	-0.015	-0.33	0.43	0
chr10_96112067_96112160_-	NOC3L	0.01	0.015	0.3	0.42	0
chrX_16870674_16870751_-	RBBP7	-0.05	-0.045	-0.97	0.78	0
chr10_5815805_5815904_-	GDI2	-0.01	-0.005	-0.12	0.34	0
chr13_51509021_51509135_+	RNASEH2B	-0.03	-0.025	-0.55	0.54	0
chrX_16875717_16875832_-	RBBP7	-0.01	-0.005	-0.12	0.34	0
chr12_98989211_98989335_+	SLC25A3	0.06	0.065	1.36	1.06	0
chr16_21847609_21847757_-	NPIPB4	-0.03	-0.025	-0.55	0.54	0
chr10_76977646_76977749_+	VDAC2	0.15	0.155	3.27	3.27	1.03
chr20_34297146_34297178_-	RBM39	-0.01	0.005	0.09	0.33	0
chr9_86595068_86595165_-	HNRNPK	-0.04	-0.035	-0.76	0.65	0
chr2_122489672_122489780_-	MKI67IP	-0.02	-0.015	-0.33	0.43	0
chr1_28537082_28537148_-	DNAJC8	0.02	0.025	0.51	0.52	0
chr6_111329241_111329340_+	RPF2	-0.01	-0.005	-0.12	0.34	0
chr1_28555433_28555534_-	DNAJC8	0.02	0.025	0.51	0.52	0
chr7_151181823_151181890_-	RHEB	-0.01	-0.005	-0.12	0.34	0
chr20_34327315_34327469_-	RBM39	0.05	0.065	1.36	1.06	0
chr10_7841735_7841878_+	ATP5C1	-0.01	-0.005	-0.12	0.34	0
chr16_28725230_28725419_+	EIF3C	-0.01	-0.005	-0.12	0.34	0
chr8_134262683_134262786_-	NDRG1	0.01	0.005	0.09	0.33	0
chr8_22386019_22386090_+	PPP3CC	-0.01	-0.005	-0.12	0.34	0
chr1_76256131_76256202_+	RABGGTB	0.13	0.145	3.06	2.96	0.79
chr1_24112805_24112913_+	PITHD1	-0.02	-0.015	-0.33	0.43	0
chr4_99806073_99806212_-	EIF4E	-0.01	-0.005	-0.12	0.34	0
chr16_28734485_28734644_+	EIF3C	-0.01	-0.005	-0.12	0.34	0
chr21_44521476_44521542_-	U2AF1	-0.1	-0.095	-2.03	1.67	0.09
chr21_34903795_34903863_-	GART	-0.01	-0.005	-0.12	0.34	0
chr7_30537357_30537512_-	GGCT	0.05	0.055	1.15	0.9	0
chrX_122747250_122747407_-	THOC2	-0.07	-0.065	-1.4	1.09	0
chr20_30385207_30385318_+	TPX2	-0.01	-0.005	-0.12	0.34	0
chrX_53426511_53426652_-	SMC1A	-0.04	-0.035	-0.76	0.65	0
chr16_28743150_28743513_+	EIF3C	-0.02	-0.025	-0.55	0.54	0
chr11_32610140_32610278_+	EIF3M	-0.02	-0.015	-0.33	0.43	0
chrX_102612011_102612089_+	WBP5	-0.01	-0.005	-0.12	0.34	0
chr11_32616460_32616462_+	EIF3M	-0.02	-0.015	-0.33	0.43	0
chr11_32616460_32616559_+	EIF3M	-0.02	-0.015	-0.33	0.43	0
chr5_52900554_52900725_+	NDUFS4	0.07	0.075	1.57	1.24	0
chr19_1425877_1425959_+	DAZAP1	-0.08	-0.075	-1.61	1.27	0
chr5_52954381_52954454_+	NDUFS4	-0.01	-0.005	-0.12	0.34	0
chrX_21990625_21990689_+	SMS	0.01	0.015	0.3	0.42	0
chr14_58727666_58727738_+	PSMA3	-0.02	-0.015	-0.33	0.43	0
chrX_102933427_102933528_-	MORF4L2	-0.02	-0.015	-0.33	0.43	0
chr20_47701820_47701923_+	CSE1L	-0.06	-0.055	-1.18	0.92	0
chrX_102933427_102933579_-	MORF4L2	-0.02	-0.015	-0.33	0.43	0
chrX_102939609_102939657_-	MORF4L2	0.12	0.125	2.63	2.37	0.45
chr14_102356319_102356529_+	PPP2R5C	-0.01	-0.005	-0.12	0.34	0
chr15_60666818_60666881_-	ANXA2	0.01	0.015	0.3	0.42	0
chr7_98997926_98998047_-	PDAP1	-0.01	-0.005	-0.12	0.34	0
chr11_114316701_114316809_+	REXO2	0.01	0.015	0.3	0.42	0
chr1_155697399_155697529_+	DAP3	-0.02	-0.015	-0.33	0.43	0
chr1_155701735_155701824_+	DAP3	-0.01	-0.005	-0.12	0.34	0
chr16_28856635_28856801_-	TUFM	-0.01	-0.015	-0.33	0.43	0
chr3_186502751_186502890_+	EIF4A2	-0.09	-0.075	-1.61	1.27	0
chr3_186503953_186504062_+	EIF4A2	-0.01	0.005	0.09	0.33	0
chr3_186504291_186504434_+	EIF4A2	-0.01	0.005	0.09	0.33	0
chr3_186505284_186505373_+	EIF4A2	-0.01	0.005	0.09	0.33	0
chrX_24086081_24086225_+	EIF2S3	-0.01	-0.005	-0.12	0.34	0
chr5_134102607_134102750_+	DDX46	-0.01	-0.005	-0.12	0.34	0
chr12_57939811_57939879_-	DCTN2	-0.01	-0.005	-0.12	0.34	0
chr12_120933894_120934019_+	DYNLL1	0.01	0.015	0.3	0.42	0
chr21_35279645_35279716_-	ATP5O	-0.01	-0.005	-0.12	0.34	0
chr17_65340722_65340896_-	PSMD12	-0.02	-0.015	-0.33	0.43	0
chr21_35281386_35281399_-	ATP5O	-0.04	-0.035	-0.76	0.65	0
chr17_17163619_17163788_-	COPS3	-0.01	-0.005	-0.12	0.34	0
